Campaign_Name,Id,Status,Date,Amount,Payout,Currency,Sub_Id,Inventory,Partner,Email_Id
Ancestry US CA UK AU DE,1047234410,pending,4/22/2024 13:30,24.99,3.57,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Ancestry US CA UK AU DE,1047200766,pending,4/22/2024 10:11,0.58,0.02,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1048025714,pending,4/22/2024 0:22,4,0.32,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1048025724,pending,4/21/2024 23:23,4.79,0.38,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1048025737,pending,4/21/2024 22:22,5.75,0.46,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Pdffiller Many Geos,1047010666,pending,4/21/2024 20:46,0,0,USD,,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1048025735,pending,4/21/2024 17:27,19.99,1.6,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1048025732,pending,4/21/2024 17:27,15.99,1.28,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Ancestry US CA UK AU DE,1046764843,pending,4/20/2024 18:57,39.99,5.71,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1047758189,pending,4/20/2024 16:27,13.85,1.11,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1047758201,pending,4/20/2024 13:27,18.54,1.48,USD,,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1047758186,pending,4/20/2024 13:27,18.54,1.48,USD,,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1047758212,pending,4/20/2024 13:23,15.98,1.28,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Flipkart [CPS] IN,1046717248,pending,4/20/2024 11:49,18499,0,INR,gmg,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1047758162,pending,4/20/2024 3:27,4.79,0.38,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1047495614,pending,4/19/2024 17:29,16.61,1.33,USD,tab,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1047495597,pending,4/19/2024 17:29,17.89,1.43,USD,tab,Xocoupon,Admitad,contact@xocoupon.com
Vevor Many GEOs,1046350167,pending,4/19/2024 8:39,52.24,2.62,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Pdffiller Many Geos,1046331840,pending,4/19/2024 7:16,0,0,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1047487686,pending,4/19/2024 6:30,10.65,0.85,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Pdffiller Many Geos,1046325700,pending,4/19/2024 5:50,0,0,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1047226731,pending,4/19/2024 0:35,4.76,0.38,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1047226500,pending,4/18/2024 21:29,13.17,1.05,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1047226550,pending,4/18/2024 20:33,11.99,0.96,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1047226605,pending,4/18/2024 20:32,4.76,0.38,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1047226587,pending,4/18/2024 20:32,4.76,0.38,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1047226739,pending,4/18/2024 20:30,13.86,1.11,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Pdffiller Many Geos,1045985518,pending,4/18/2024 6:11,0,0,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1047226838,pending,4/18/2024 3:30,16.09,1.28,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1046944731,pending,4/18/2024 0:28,5.66,0.45,USD,,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1046944733,pending,4/17/2024 20:27,20.32,1.63,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1046944723,pending,4/17/2024 20:27,14.97,1.2,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1046944651,pending,4/17/2024 15:28,15.38,1.23,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1046723358,pending,4/17/2024 0:22,26.56,2.12,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1046723316,pending,4/16/2024 21:29,5.77,0.46,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1046723305,pending,4/16/2024 21:29,5.77,0.46,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1046723297,pending,4/16/2024 21:29,4.8,0.38,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1046723287,pending,4/16/2024 21:29,5.77,0.46,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Norton [CPS] WW,1045342895,approved,4/16/2024 2:10,14.81,22.4,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Pdffiller Many Geos,1045339021,pending,4/16/2024 0:35,0,0,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1046444660,pending,4/16/2024 0:27,13.78,1.1,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1046444764,pending,4/15/2024 23:29,5.84,0.47,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1046444912,pending,4/15/2024 17:29,17.11,1.37,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1046444897,pending,4/15/2024 17:29,19.25,1.54,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1046444882,pending,4/15/2024 17:29,19.25,1.54,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1046444865,pending,4/15/2024 17:29,13.9,1.11,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1046444840,pending,4/15/2024 17:29,13.9,1.11,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1046444819,pending,4/15/2024 17:29,16.04,1.28,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1046444793,pending,4/15/2024 17:29,16.04,1.28,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1046444747,pending,4/15/2024 17:28,5.84,0.47,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Pdffiller Many Geos,1045248774,pending,4/15/2024 16:12,0,0,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
EaseUS [CPS] WW,1045111143,pending,4/15/2024 7:43,14.95,2.7,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1046167768,pending,4/14/2024 23:27,13.84,1.11,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Vevor Many GEOs,1045022349,pending,4/14/2024 23:21,216.43,10.83,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Flipkart [CPS] IN,1044924947,pending,4/14/2024 9:29,7785,140,INR,gmg,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1045543890,pending,4/12/2024 5:28,7.84,0.63,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1045543922,pending,4/12/2024 4:27,18.99,1.52,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1045543918,pending,4/12/2024 4:27,16.99,1.36,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1045543915,pending,4/12/2024 4:27,19.99,1.6,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1045543808,pending,4/12/2024 4:27,29.99,2.4,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1045543881,pending,4/12/2024 3:28,15.99,1.28,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1045216624,pending,4/12/2024 0:27,5.9,0.47,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1045216378,pending,4/11/2024 23:24,12.59,1,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1045216477,pending,4/11/2024 22:28,5.9,0.47,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1045216456,pending,4/11/2024 22:28,5.9,0.47,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Pdffiller Many Geos,1044299684,pending,4/11/2024 22:26,0,0,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1045216388,pending,4/11/2024 20:29,5.9,0.47,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1045216368,pending,4/11/2024 20:29,5.9,0.47,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1045216685,pending,4/11/2024 17:27,3.1,0.24,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1045216437,pending,4/11/2024 17:27,16.51,1.32,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1045216420,pending,4/11/2024 17:27,20.63,1.65,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1045216402,pending,4/11/2024 17:27,14.86,1.19,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1045216384,pending,4/11/2024 17:27,18.98,1.52,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1045216363,pending,4/11/2024 17:27,14.86,1.19,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1045216342,pending,4/11/2024 17:27,16.51,1.32,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1045216318,pending,4/11/2024 17:27,16.51,1.32,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1045216282,pending,4/11/2024 17:27,18.98,1.52,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1045216380,pending,4/11/2024 16:55,6.89,0.55,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1045216366,pending,4/11/2024 14:28,3.1,0.24,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1045216367,pending,4/11/2024 4:28,5.9,0.47,USD,,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1044947018,pending,4/11/2024 2:23,16.95,1.36,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1044947110,pending,4/11/2024 1:28,5.97,0.48,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1044947236,pending,4/10/2024 19:28,4.03,0.32,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1044947225,pending,4/10/2024 19:28,3.1,0.24,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1044947235,pending,4/10/2024 9:24,11.1,0.88,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1044947223,pending,4/10/2024 9:24,12.58,1,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1044947210,pending,4/10/2024 9:24,11.1,0.88,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1044947198,pending,4/10/2024 9:24,11.1,0.88,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1044947185,pending,4/10/2024 9:24,11.1,0.88,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1044947171,pending,4/10/2024 9:24,12.58,1,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1044947158,pending,4/10/2024 9:24,12.58,1,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1044947144,pending,4/10/2024 9:24,12.58,1,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1044947049,pending,4/10/2024 4:28,10.59,0.84,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1044729082,pending,4/10/2024 2:27,15.91,1.28,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1044729112,pending,4/10/2024 1:28,24.89,1.99,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1044729096,pending,4/10/2024 1:28,24.89,1.99,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1044728855,pending,4/9/2024 23:28,12.19,0.97,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1044728816,pending,4/9/2024 23:28,12.19,0.97,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1044728797,pending,4/9/2024 23:28,12.19,0.97,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1044728775,pending,4/9/2024 23:28,12.19,0.97,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Pdffiller Many Geos,1043678339,pending,4/9/2024 12:52,21.78,0,USD,,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1044728799,pending,4/9/2024 4:29,19.47,1.56,USD,,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1044729126,pending,4/9/2024 3:29,11.08,0.88,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1044485990,pending,4/8/2024 21:30,10.54,0.84,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1044486035,pending,4/8/2024 20:29,17.99,1.44,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Pdffiller Many Geos,1043469940,pending,4/8/2024 17:57,0,0,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1044486027,pending,4/8/2024 15:23,5.91,0.48,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Pdffiller Many Geos,1043398698,pending,4/8/2024 12:58,0,0,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Ancestry US CA UK AU DE,1043291544,pending,4/8/2024 7:42,0,0,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1044485946,pending,4/8/2024 6:23,5.91,0.48,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1044486020,pending,4/8/2024 5:27,5.91,0.48,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1044486003,pending,4/8/2024 5:27,6.89,0.55,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1044486067,pending,4/8/2024 3:28,12.99,1.04,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Ancestry US CA UK AU DE,1043253800,pending,4/8/2024 2:36,0,0,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1044222015,pending,4/7/2024 21:24,10.52,0.84,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Pdffiller Many Geos,1043067886,pending,4/7/2024 2:25,0,0,USD,tab,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1043945687,pending,4/7/2024 1:27,6.89,0.55,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1043945729,pending,4/7/2024 0:21,13.9,1.11,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1043945725,pending,4/7/2024 0:21,13.9,1.11,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1043945721,pending,4/7/2024 0:21,17.76,1.42,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1043945715,pending,4/7/2024 0:21,17.76,1.42,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Ancestry US CA UK AU DE,1043015181,pending,4/6/2024 17:50,77.06,2.75,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1042889826,pending,4/6/2024 6:35,359.25,19.39,USD,,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1043945692,pending,4/6/2024 6:28,5.9,0.47,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1043945689,pending,4/6/2024 6:28,7.88,0.63,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1043945681,pending,4/6/2024 6:28,5.9,0.47,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1043945700,pending,4/6/2024 3:33,89.99,7.2,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1043935620,pending,4/6/2024 3:33,99.99,8,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Flipkart [CPS] IN,1042843332,pending,4/5/2024 20:05,24999,0,INR,gmg,Xocoupon,Admitad,contact@xocoupon.com
Ancestry US CA UK AU DE,1042781562,pending,4/5/2024 13:54,17.51,2.5,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1043677617,pending,4/5/2024 13:29,5.91,0.48,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1043677520,pending,4/5/2024 13:29,5.91,0.48,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1043677509,pending,4/5/2024 13:29,5.91,0.48,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Ancestry US CA UK AU DE,1042740590,pending,4/5/2024 9:18,0,0,USD,tab,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1043677570,pending,4/5/2024 8:27,13.99,1.12,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1042651071,pending,4/5/2024 6:39,175,9.45,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1042650983,pending,4/5/2024 6:39,2,0.1,USD,,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1043677601,pending,4/5/2024 4:28,17.99,1.44,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1043396063,pending,4/5/2024 2:28,19.69,1.57,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1043396054,pending,4/5/2024 2:28,19.69,1.57,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1043396045,pending,4/5/2024 2:24,10.09,0.8,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1043396137,pending,4/4/2024 17:28,16.25,1.3,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1043396191,pending,4/4/2024 7:28,15.99,1.28,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1043396185,pending,4/4/2024 7:28,29.99,2.4,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1043396178,pending,4/4/2024 7:28,15.99,1.28,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1043396171,pending,4/4/2024 7:28,19.99,1.6,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1043396165,pending,4/4/2024 7:28,12.99,1.04,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1043396153,pending,4/4/2024 7:28,12.99,1.04,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1043396145,pending,4/4/2024 7:28,19.99,1.6,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1043396136,pending,4/4/2024 7:28,12.99,1.04,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1042384119,pending,4/4/2024 6:40,810,43.74,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1042383976,pending,4/4/2024 6:40,15,0.81,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1042383957,pending,4/4/2024 6:40,280,15.12,USD,,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1043396060,pending,4/4/2024 6:40,13.6,1.08,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1043151872,pending,4/4/2024 0:31,17.29,1.38,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1043151646,pending,4/3/2024 23:32,25.42,2.04,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Pdffiller Many Geos,1042329357,pending,4/3/2024 21:22,0,0,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Pdffiller Many Geos,1042310837,pending,4/3/2024 19:16,0,0,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Pdffiller Many Geos,1042310824,pending,4/3/2024 19:14,0,0,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1043151900,pending,4/3/2024 16:27,12.99,1.04,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1043151886,pending,4/3/2024 16:27,12.99,1.04,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1043151709,pending,4/3/2024 15:27,9.99,0.8,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1043151776,pending,4/3/2024 13:22,11.72,0.94,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1042068469,pending,4/3/2024 9:01,960,51.84,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1042068453,pending,4/3/2024 9:01,50,2.7,USD,,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1043151945,pending,4/3/2024 7:30,12.99,1.04,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1043151666,pending,4/3/2024 6:29,22.58,1.8,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1043151899,pending,4/3/2024 4:28,4.91,0.4,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1042033933,pending,4/3/2024 3:15,25.99,1.4,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1042979264,pending,4/3/2024 1:29,4.93,0.4,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1042979252,pending,4/3/2024 1:29,5.91,0.48,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1042979246,pending,4/3/2024 1:29,5.91,0.48,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1042979564,pending,4/2/2024 20:33,13.95,1.12,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1042979405,pending,4/2/2024 19:31,13.95,1.12,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1042979303,pending,4/2/2024 17:30,12.56,1,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1042979293,pending,4/2/2024 17:30,12.56,1,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1042979280,pending,4/2/2024 17:30,12.56,1,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1042979266,pending,4/2/2024 17:30,12.56,1,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1042979314,pending,4/2/2024 17:27,26.47,2.12,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Pdffiller Many Geos,1041907789,pending,4/2/2024 13:03,20,40,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1041866796,pending,4/2/2024 11:22,1,0.05,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1041866793,pending,4/2/2024 11:22,6.5,0.35,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1041866735,pending,4/2/2024 11:22,360,19.44,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1041866691,pending,4/2/2024 11:21,960,51.84,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1041866677,pending,4/2/2024 11:21,960,51.84,USD,,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1042979425,pending,4/2/2024 5:28,13.95,1.12,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1042771141,pending,4/1/2024 18:28,4.96,0.4,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1042771135,pending,4/1/2024 18:28,4.96,0.4,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1042771191,pending,4/1/2024 16:29,6.96,0.56,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Nike [CPS] APAC,1041628016,pending,4/1/2024 14:25,13.35,0.57,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1041534843,pending,4/1/2024 6:38,10,0.54,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1041534658,pending,4/1/2024 6:34,57,3.07,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1041534624,pending,4/1/2024 6:33,30,1.62,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1041534618,pending,4/1/2024 6:33,8.85,0.47,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1041534611,pending,4/1/2024 6:32,600,32.4,USD,,Xocoupon,Admitad,contact@xocoupon.com
Pdffiller Many Geos,1041530392,approved,4/1/2024 5:25,0,0,USD,np,Xocoupon,Admitad,contact@xocoupon.com
Nike [CPS] APAC,1041530138,pending,4/1/2024 4:18,18.46,0.79,USD,,Xocoupon,Admitad,contact@xocoupon.com
Ancestry US CA UK AU DE,1041516412,pending,4/1/2024 1:01,0,0,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Flipkart [CPS] IN,1041452600,pending,3/31/2024 16:20,77,0,INR,gmg,Xocoupon,Admitad,contact@xocoupon.com
Flipkart [CPS] IN,1041452590,pending,3/31/2024 16:20,77,0,INR,gmg,Xocoupon,Admitad,contact@xocoupon.com
Flipkart [CPS] IN,1041452584,pending,3/31/2024 16:20,69,0,INR,gmg,Xocoupon,Admitad,contact@xocoupon.com
Flipkart [CPS] IN,1041452559,pending,3/31/2024 16:07,62,0,INR,gmg,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1041370995,pending,3/31/2024 6:41,869,46.92,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1041370592,pending,3/31/2024 6:34,625,33.75,USD,,Xocoupon,Admitad,contact@xocoupon.com
Nike [CPS] APAC,1041369952,pending,3/31/2024 5:33,36.74,1.57,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Geekmaxi Many GEOs,1041323529,approved,3/30/2024 20:42,151.08,7.56,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1042225840,pending,3/30/2024 15:28,16.19,1.29,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Adorama WW,1041265531,approved,3/30/2024 11:34,203.83,4.08,EUR,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1042225850,pending,3/30/2024 9:35,18.12,1.45,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Udemy WW,1042225842,pending,3/30/2024 9:34,24.51,1.96,USD,tabm,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1041203642,pending,3/30/2024 6:43,325,17.55,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1041203634,pending,3/30/2024 6:43,200,10.8,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1041203595,pending,3/30/2024 6:42,1068,57.67,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1041203568,pending,3/30/2024 6:41,90,4.86,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1041203535,pending,3/30/2024 6:41,798,43.09,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1041203452,pending,3/30/2024 6:39,200,10.8,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1041203414,pending,3/30/2024 6:38,48,2.59,USD,,Xocoupon,Admitad,contact@xocoupon.com
Alibaba WW,1041203060,pending,3/30/2024 6:38,15.2,0.82,USD,,Xocoupon,Admitad,contact@xocoupon.com
