Inventory,Campaign_Name,Id,Status,Date,Amount,Payout,Currency,Sub_Id,Partner,Email_Id
Technosense Media Private Limited,Walmart Affiliate Program,9383.5852.1699282,APPROVED,2024-01-10,31.29,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5852.1847505,APPROVED,2024-01-10,23.4,0.7,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,M.9383.5852.1843070,APPROVED,2024-01-10,307.12,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5852.1742071,APPROVED,2024-01-10,78.08,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5852.1802198,APPROVED,2024-01-10,9.6,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5852.1634213,APPROVED,2024-01-10,47.98,1.92,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5852.1781877,APPROVED,2024-01-10,12.98,0.39,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5852.1806324,APPROVED,2024-01-10,158.33,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5852.1740364,APPROVED,2024-01-10,37.49,0.41,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5852.1869143,APPROVED,2024-01-10,79.03,0.79,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,M.9383.5852.1876690,APPROVED,2024-01-10,77.75,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,M.9383.5852.1709806,APPROVED,2024-01-10,103.22,0.68,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5852.1653484,APPROVED,2024-01-10,60.33,0.14,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5852.1795718,APPROVED,2024-01-10,84.1,0.19,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5852.1747055,APPROVED,2024-01-10,46.47,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,M.9383.5852.1747975,APPROVED,2024-01-10,78.81,0.69,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5852.1844890,APPROVED,2024-01-10,5.72,0.17,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,M.9383.5852.1734579,APPROVED,2024-01-10,46.89,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5852.1769901,APPROVED,2024-01-10,9.91,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5852.1709461,APPROVED,2024-01-10,196.0,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,M.9383.5852.1865742,APPROVED,2024-01-10,449.0,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5852.1870279,APPROVED,2024-01-10,0.0,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5852.1755132,APPROVED,2024-01-10,98.59,2.96,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5852.1881440,APPROVED,2024-01-10,3.97,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5852.1796860,APPROVED,2024-01-10,86.55,2.6,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5852.1758148,APPROVED,2024-01-10,74.91,2.25,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5852.1747087,APPROVED,2024-01-10,209.99,2.1,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5852.1642212,REVERSED,2024-01-10,179.97,5.4,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5852.1784470,APPROVED,2024-01-10,2.68,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5852.1711408,APPROVED,2024-01-10,54.0,1.62,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5852.1835859,APPROVED,2024-01-10,83.74,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5852.1850986,APPROVED,2024-01-10,134.59,1.32,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5852.1761197,APPROVED,2024-01-10,69.64,0.19,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5852.1772798,APPROVED,2024-01-10,34.78,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5852.1772899,APPROVED,2024-01-10,244.4,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5853.1669973,APPROVED,2024-01-11,42.72,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,DigitalOcean,15890.5853.1977709,APPROVED,2024-01-12,0.0,0.0,USD,,Impact,agoyal@flipshope.com
Technosense Media Private Limited,NordVPN,7452.5853.60430,APPROVED,2024-01-10,81.36,32.54,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5853.1814493,APPROVED,2024-01-11,176.28,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5853.1844092,APPROVED,2024-01-11,66.04,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5853.1801751,APPROVED,2024-01-11,169.7,0.2,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5853.1726580,APPROVED,2024-01-11,47.91,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5853.1737631,APPROVED,2024-01-11,69.51,0.58,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5853.1793629,APPROVED,2024-01-11,64.56,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,NordVPN,7452.5853.441569,REVERSED,2024-01-10,12.99,5.2,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,NordVPN,7452.5853.463607,REVERSED,2024-01-10,14.2,5.68,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5853.1776434,APPROVED,2024-01-11,39.37,0.48,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Blinkist,10732.5853.501512,APPROVED,2024-01-10,0.0,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,M.9383.5853.1840895,APPROVED,2024-01-11,76.7,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,M.9383.5853.1807701,APPROVED,2024-01-11,31.91,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5853.1684468,APPROVED,2024-01-11,66.76,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5853.1710470,APPROVED,2024-01-11,56.82,0.07,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5853.1732019,APPROVED,2024-01-11,36.07,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5853.1757755,APPROVED,2024-01-11,44.22,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5853.1712410,APPROVED,2024-01-11,110.91,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5853.1865950,APPROVED,2024-01-11,131.72,0.57,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,NordVPN,7452.5853.1022758,APPROVED,2024-01-10,12.99,5.2,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5853.1750811,APPROVED,2024-01-11,22.53,0.43,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5853.1915375,APPROVED,2024-01-11,38.94,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5853.1893820,APPROVED,2024-01-11,88.73,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,M.9383.5853.1834631,APPROVED,2024-01-11,52.53,0.27,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,NordVPN,7452.5853.1210633,APPROVED,2024-01-10,81.36,32.54,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,M.9383.5853.1857038,REVERSED,2024-01-11,128.97,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5853.1797545,APPROVED,2024-01-11,116.88,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,M.9383.5854.1798464,APPROVED,2024-01-12,201.45,1.31,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,DHgate,12108.5854.1876801,APPROVED,2024-01-12,15.58,0.62,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,M.9383.5854.1867588,APPROVED,2024-01-12,36.01,0.09,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5854.1703118,APPROVED,2024-01-12,111.84,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5854.1808057,APPROVED,2024-01-12,49.39,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5854.1628049,REVERSED,2024-01-12,105.97,0.36,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5854.1835500,APPROVED,2024-01-12,134.29,0.18,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5854.1657656,APPROVED,2024-01-12,12.66,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5854.1828692,APPROVED,2024-01-12,52.38,0.39,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5854.1715711,APPROVED,2024-01-12,96.0,2.88,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5854.1794115,APPROVED,2024-01-12,57.2,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5854.1736795,APPROVED,2024-01-12,52.28,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5854.1790569,APPROVED,2024-01-12,49.99,1.5,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,M.9383.5854.1735731,APPROVED,2024-01-12,78.72,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,M.9383.5854.1733081,APPROVED,2024-01-12,207.41,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5854.1628417,REVERSED,2024-01-12,88.2,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5854.1863679,APPROVED,2024-01-12,86.48,2.59,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5854.1628433,APPROVED,2024-01-12,45.23,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5854.1829170,APPROVED,2024-01-12,18.56,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Bubble,15270.5854.920537,APPROVED,2024-01-11,0.0,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5854.1818291,APPROVED,2024-01-12,50.99,1.53,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5854.1716442,APPROVED,2024-01-12,19.94,0.34,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5854.1600245,REVERSED,2024-01-12,0.0,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5854.1628460,APPROVED,2024-01-12,69.72,0.03,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,DHgate,12108.5854.1927070,APPROVED,2024-01-13,18.37,0.73,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5854.1623765,APPROVED,2024-01-12,171.38,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5854.1856923,APPROVED,2024-01-12,36.94,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5854.1833299,APPROVED,2024-01-12,152.8,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5855.1852482,APPROVED,2024-01-13,37.97,1.52,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5855.1859191,APPROVED,2024-01-13,90.05,0.15,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,M.9383.5855.1678592,APPROVED,2024-01-13,59.65,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5855.1744706,APPROVED,2024-01-13,36.14,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5855.1882215,APPROVED,2024-01-13,3.96,0.12,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,M.9383.5855.1764480,APPROVED,2024-01-13,63.51,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5855.1833774,APPROVED,2024-01-13,47.5,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5855.1856779,APPROVED,2024-01-13,79.52,1.23,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,M.9383.5855.1797015,APPROVED,2024-01-13,9.89,0.4,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5855.1699259,APPROVED,2024-01-13,100.11,0.33,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5855.1878136,APPROVED,2024-01-13,62.05,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5855.1634785,APPROVED,2024-01-13,53.93,1.11,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,M.9383.5855.1801814,APPROVED,2024-01-13,18.99,0.76,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5855.1791316,APPROVED,2024-01-13,95.04,0.14,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5855.1721346,APPROVED,2024-01-13,84.66,0.18,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5855.1839356,APPROVED,2024-01-13,43.86,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5855.1753747,APPROVED,2024-01-13,65.15,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,M.9383.5855.1693761,APPROVED,2024-01-13,452.42,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,InVideo,12258.5855.718637,APPROVED,2024-01-12,0.0,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5855.1743063,APPROVED,2024-01-13,69.46,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5855.1623169,APPROVED,2024-01-13,7.48,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5855.1833453,APPROVED,2024-01-13,3.99,0.04,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5855.1757153,APPROVED,2024-01-13,174.07,0.07,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5855.1704477,APPROVED,2024-01-13,35.84,1.08,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5855.1642991,APPROVED,2024-01-13,117.05,1.17,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5855.1709876,APPROVED,2024-01-13,46.38,0.61,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5855.1633538,APPROVED,2024-01-13,106.74,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,NordVPN,7452.5855.1121546,APPROVED,2024-01-12,12.99,5.2,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5855.1632574,REVERSED,2024-01-13,6.0,0.18,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5855.1865451,APPROVED,2024-01-13,179.98,5.4,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5855.1777244,APPROVED,2024-01-13,19.96,0.2,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5855.1885892,APPROVED,2024-01-13,158.25,0.58,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5855.1821804,APPROVED,2024-01-13,5.64,0.11,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Envato Placeit,10168.5855.1232502,APPROVED,2024-01-12,0.0,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,InVideo,12258.5855.1277341,APPROVED,2024-01-12,0.0,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,M.9383.5856.1995198,REVERSED,2024-01-14,117.31,0.32,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5856.1852374,APPROVED,2024-01-14,52.44,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5856.2003784,APPROVED,2024-01-14,18.75,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5856.1791042,APPROVED,2024-01-14,45.71,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5856.1818148,APPROVED,2024-01-14,17.88,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5856.1906850,APPROVED,2024-01-14,31.34,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,DHgate,12108.5856.2048402,APPROVED,2024-01-14,32.87,1.97,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,DHgate,12108.5856.2048437,APPROVED,2024-01-14,25.98,1.04,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,NordVPN,7452.5856.450692,APPROVED,2024-01-13,77.36,30.94,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5856.1823260,REVERSED,2024-01-14,79.88,2.4,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5856.1813370,APPROVED,2024-01-14,71.24,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5856.1937362,APPROVED,2024-01-14,24.64,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5856.1929283,REVERSED,2024-01-14,0.0,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5856.1790647,APPROVED,2024-01-14,95.56,2.34,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5856.1866138,APPROVED,2024-01-14,67.12,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5856.1927785,APPROVED,2024-01-14,220.62,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5856.1817777,APPROVED,2024-01-14,104.47,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5856.1809998,APPROVED,2024-01-14,102.94,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5856.1816044,APPROVED,2024-01-14,40.64,0.69,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5856.1928494,APPROVED,2024-01-14,10.94,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Atlas VPN,12618.5856.681876,APPROVED,2024-01-13,49.21,29.53,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5856.2022013,APPROVED,2024-01-14,142.58,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5856.2019976,APPROVED,2024-01-14,95.98,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5856.1977207,APPROVED,2024-01-14,71.55,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5856.1999902,APPROVED,2024-01-14,106.06,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5856.1820240,APPROVED,2024-01-14,39.23,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5856.1991531,APPROVED,2024-01-14,66.3,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5856.1861486,APPROVED,2024-01-14,67.16,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5856.1826502,APPROVED,2024-01-14,10.97,0.44,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Namecheap,5618.5856.1113413,APPROVED,2024-01-13,31.44,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5856.2016370,APPROVED,2024-01-14,69.96,2.1,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5856.1915531,REVERSED,2024-01-14,16.28,0.49,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5856.1933696,APPROVED,2024-01-14,99.95,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5856.1939833,APPROVED,2024-01-14,7.48,0.22,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5856.1962366,APPROVED,2024-01-14,19.0,0.57,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,NordVPN,7452.5857.55786,APPROVED,2024-01-14,89.2,35.68,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5857.1919825,APPROVED,2024-01-15,53.27,0.42,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5857.1835451,APPROVED,2024-01-15,129.37,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5857.1819139,APPROVED,2024-01-15,73.24,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5857.1892044,APPROVED,2024-01-15,52.24,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,NordVPN,7452.5857.528510,REVERSED,2024-01-14,12.99,5.2,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5857.1895779,APPROVED,2024-01-15,113.97,0.85,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,NordVPN,7452.5857.637607,APPROVED,2024-01-14,14.24,5.7,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,DHgate,12108.5857.1884696,APPROVED,2024-01-15,26.9,1.08,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5857.1817249,APPROVED,2024-01-15,499.0,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5857.1722493,APPROVED,2024-01-15,15.96,0.24,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5857.1775631,APPROVED,2024-01-15,17.47,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5857.1899064,REVERSED,2024-01-15,0.0,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5857.1852932,APPROVED,2024-01-15,57.39,1.72,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5857.1747192,APPROVED,2024-01-15,79.88,2.4,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,DHgate,12108.5857.1882071,APPROVED,2024-01-15,23.21,0.93,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5857.1774351,APPROVED,2024-01-15,52.04,0.0,USD,gmg,Impact,agoyal@flipshope.com
Technosense Media Private Limited,Walmart Affiliate Program,9383.5857.1823666,APPROVED,2024-01-15,177.84,0.3,USD,gmg,Impact,agoyal@flipshope.com
